transaction_id,customer_id,age,gender,loyalty_member,product_type,sku,rating,order_status,payment_method,total_price,unit_price,quantity,purchase_date,shipping_type,add_ons_purchased,add_on_total,revenue
3583,4247,52,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-01-10,Express,Add ons,64.41,3443.73
3584,4247,52,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2024-03-04,Overnight,Add ons,76.81,2053.05
3585,4247,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-07-10,Express,No Add ons,0.0,6329.52
3586,4250,18,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-10,Overnight,No Add ons,0.0,5538.33
3587,4250,18,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-04-17,Overnight,No Add ons,0.0,494.06
3588,4251,24,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2023-11-18,Overnight,Add ons,26.2,817.3900000000001
3589,4253,43,Female,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2023-12-19,Overnight,Add ons,59.05,800.14
3590,4254,55,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2023-12-30,Overnight,Add ons,11.42,1493.6000000000001
3591,4254,55,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-01-21,Express,Add ons,83.63,330.65999999999997
3592,4255,36,Female,No,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2023-10-03,Express,Add ons,63.8,2040.04
3593,4256,56,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-05-07,Standard,Add ons,52.97,4228.610000000001
3594,4258,46,Male,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,62.25,20.75,3,2024-02-02,Express,No Add ons,0.0,62.25
3595,4258,46,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-04-07,Standard,Add ons,46.75,7167.46
3596,4259,22,Female,No,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-03-29,Standard,Add ons,26.43,4773.570000000001
3597,4260,50,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-03-13,Overnight,No Add ons,0.0,1729.21
3598,4261,69,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-02-17,Express,Add ons,50.61,1740.27
3599,4261,69,Female,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-02-28,Standard,Add ons,76.98,571.04
3600,4262,34,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,1582.38,791.19,2,2023-11-23,Overnight,Add ons,31.01,1613.39
3601,4262,34,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-12-05,Express,Add ons,89.5,1017.42
3602,4265,33,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-01-23,Overnight,No Add ons,0.0,1582.38
3603,4265,33,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-04-20,Standard,Add ons,64.33,126.58
3604,4265,33,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-06-26,Standard,Add ons,40.07,4787.21
3605,4268,58,Male,Yes,Laptop,SKU1005,3,Completed,PayPal,1855.84,463.96,4,2024-06-17,Standard,Add ons,90.53,1946.37
3606,4268,58,Male,No,Tablet,SKU1002,3,Completed,PayPal,1729.21,247.03,7,2024-07-15,Overnight,Add ons,88.07,1817.28
3607,4269,26,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,5913.81,844.83,7,2023-10-18,Express,Add ons,60.26,5974.070000000001
3608,4270,26,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,4747.14,791.19,6,2023-11-13,Express,Add ons,14.18,4761.320000000001
3609,4270,26,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-08-24,Express,Add ons,11.52,94.52
3610,4271,52,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-02-26,Overnight,Add ons,70.29,7982.19
3611,4271,52,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,2534.49,844.83,3,2024-06-05,Overnight,Add ons,31.28,2565.77
3612,4271,52,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-08-30,Overnight,Add ons,103.2,894.3900000000001
3613,4271,52,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-09-01,Overnight,Add ons,17.43,1599.8100000000002
3614,4272,34,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,2223.27,247.03,9,2024-01-30,Express,Add ons,93.64,2316.91
3615,4272,34,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-03-09,Overnight,Add ons,16.13,2486.4300000000003
3616,4274,58,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2023-11-05,Overnight,Add ons,72.22,566.28
3617,4274,58,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,207.5,20.75,10,2024-09-09,Overnight,Add ons,90.69,298.19
3618,4276,60,Male,No,Smartwatch,SKU1003,3,Completed,PayPal,6758.64,844.83,8,2024-08-24,Overnight,Add ons,13.34,6771.9800000000005
3619,4277,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-03-07,Express,Add ons,52.85,73.6
3620,4277,23,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-07-22,Standard,Add ons,36.97,531.03
3621,4278,35,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,6758.64,844.83,8,2024-04-05,Overnight,Add ons,59.62,6818.26
3622,4279,73,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2023-12-31,Standard,No Add ons,0.0,5068.98
3623,4279,73,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,8448.3,844.83,10,2024-02-09,Express,Add ons,75.11,8523.41
3624,4282,43,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,103.75,20.75,5,2024-07-23,Express,Add ons,37.9,141.65
3625,4283,34,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,7120.71,791.19,9,2024-01-16,Standard,Add ons,95.08,7215.79
3626,4285,59,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-02-03,Express,Add ons,12.76,1741.97
3627,4285,59,Female,Yes,Laptop,SKU1005,3,Completed,PayPal,3247.72,463.96,7,2024-02-15,Express,Add ons,87.26,3334.98
3628,4286,33,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,2023-11-11,Overnight,Add ons,8.89,7612.360000000001
3629,4287,51,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-02-12,Express,Add ons,25.67,519.73
3630,4287,51,Male,No,Smartphone,SKU1004,2,Completed,PayPal,4747.14,791.19,6,2024-08-22,Express,Add ons,74.2,4821.34
3631,4288,50,Male,No,Laptop,SKU1005,3,Cancelled,PayPal,927.92,463.96,2,2023-11-09,Overnight,Add ons,120.53,1048.45
3632,4288,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-12-08,Overnight,No Add ons,0.0,2319.8
3633,4289,65,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,2023-12-14,Standard,Add ons,49.08,2025.32
3634,4289,65,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,1482.18,247.03,6,2024-03-20,Overnight,Add ons,45.31,1527.49
3635,4289,65,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-07-11,Overnight,Add ons,45.62,1735.28
3636,4290,55,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-04-24,Express,Add ons,43.11,2577.6
3637,4292,80,Male,Yes,Smartwatch,SKU1003,3,Cancelled,PayPal,844.83,844.83,1,2023-09-28,Overnight,Add ons,77.77,922.6
3638,4293,58,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2024-08-08,Express,Add ons,8.93,154.18
3639,4293,58,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,1855.84,463.96,4,2024-09-08,Overnight,No Add ons,0.0,1855.84
3640,4295,37,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2023-11-17,Standard,No Add ons,0.0,83.0
3641,4295,37,Female,No,Smartphone,SKU1001,5,Cancelled,PayPal,186.75,20.75,9,2024-02-11,Standard,Add ons,44.96,231.71
3642,4295,37,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-06-07,Standard,Add ons,85.88,4725.4800000000005
3643,4296,74,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2024-04-17,Standard,No Add ons,0.0,5068.98
3644,4297,43,Male,Yes,Tablet,SKU1002,3,Completed,PayPal,1235.15,247.03,5,2023-12-21,Standard,No Add ons,0.0,1235.15
3645,4298,65,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-07-01,Standard,Add ons,18.38,946.3
3646,4299,59,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-12-03,Standard,Add ons,46.41,67.16
3647,4299,59,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-04-26,Standard,Add ons,19.61,8467.91
3648,4299,59,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-07-21,Express,No Add ons,0.0,207.5
3649,4300,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-05-30,Express,No Add ons,0.0,2470.3
3650,4301,27,Male,No,Smartphone,SKU1004,2,Completed,PayPal,791.19,791.19,1,2024-06-13,Standard,Add ons,24.4,815.59
3651,4302,57,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-02-20,Standard,Add ons,44.18,2827.94
3652,4303,39,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-01-22,Express,No Add ons,0.0,1976.24
3653,4303,39,Male,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2024-02-04,Overnight,No Add ons,0.0,2783.76
3654,4304,49,Female,No,Tablet,SKU1002,3,Completed,PayPal,1976.24,247.03,8,2024-01-25,Express,Add ons,82.78,2059.02
3655,4304,49,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-05-17,Express,Add ons,44.9,4000.85
3656,4305,23,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-03-31,Overnight,Add ons,53.11,1041.23
3657,4309,67,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-04-05,Express,Add ons,18.54,3730.22
3658,4309,67,Male,No,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-05-25,Express,No Add ons,0.0,463.96
3659,4310,30,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-08-29,Standard,Add ons,90.8,194.55
3660,4312,44,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,1855.84,463.96,4,2024-02-27,Standard,Add ons,13.46,1869.3
3661,4315,53,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-05-10,Overnight,No Add ons,0.0,844.83
3662,4317,67,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-01-22,Express,Add ons,54.45,899.2800000000001
3663,4317,67,Male,No,Laptop,SKU1005,3,Cancelled,PayPal,3247.72,463.96,7,2024-06-27,Overnight,No Add ons,0.0,3247.72
3664,4318,26,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,2024-07-02,Overnight,Add ons,43.84,3208.6000000000004
3665,4319,43,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2023-10-06,Overnight,Add ons,91.52,2411.32
3666,4319,43,Female,No,Smartphone,SKU1004,2,Completed,PayPal,5538.33,791.19,7,2024-05-31,Standard,Add ons,81.09,5619.42
3667,4321,23,Male,No,Laptop,SKU1005,3,Completed,PayPal,927.92,463.96,2,2023-12-13,Overnight,Add ons,54.86,982.78
3668,4322,34,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2024-02-01,Standard,Add ons,14.9,478.85999999999996
3669,4322,34,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2024-02-16,Overnight,Add ons,55.73,200.98
3670,4323,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2023-10-27,Express,No Add ons,0.0,844.83
3671,4323,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,844.83,844.83,1,2024-01-17,Overnight,Add ons,52.79,897.62
3672,4323,71,Female,Yes,Smartwatch,SKU1003,3,Cancelled,PayPal,6758.64,844.83,8,2024-04-20,Standard,Add ons,21.46,6780.1
3673,4323,71,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,741.09,247.03,3,2024-04-28,Overnight,Add ons,66.32,807.4100000000001
3674,4324,34,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,2024-08-07,Express,Add ons,45.61,1735.27
3675,4325,24,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-04-22,Express,No Add ons,0.0,62.25
3676,4327,25,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2023-10-10,Overnight,Add ons,46.97,171.47
3677,4327,25,Female,No,Smartphone,SKU1004,2,Completed,PayPal,4747.14,791.19,6,2023-12-29,Standard,No Add ons,0.0,4747.14
3678,4328,59,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,844.83,844.83,1,2024-07-18,Express,Add ons,76.91,921.74
3679,4328,59,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2024-07-28,Overnight,Add ons,94.7,588.76
3680,4330,61,Female,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-02-07,Overnight,Add ons,36.92,1272.0700000000002
3681,4330,61,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,4747.14,791.19,6,2024-06-05,Express,Add ons,58.43,4805.570000000001
3682,4332,31,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2023-11-21,Overnight,Add ons,68.14,1923.98
3683,4332,31,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-01-21,Standard,Add ons,58.36,799.45
3684,4332,31,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-02-03,Overnight,Add ons,44.73,1526.91
3685,4333,20,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,2024-04-28,Standard,Add ons,44.46,1900.3
3686,4333,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-07-04,Overnight,No Add ons,0.0,6758.64
3687,4334,63,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2023-11-08,Standard,No Add ons,0.0,5913.81
3688,4335,56,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2024-09-22,Standard,No Add ons,0.0,4639.6
3689,4336,24,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-06-07,Overnight,Add ons,52.97,794.0600000000001
3690,4337,57,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2023-10-25,Express,Add ons,96.59,887.7800000000001
3691,4338,42,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-07-08,Standard,Add ons,87.45,5156.429999999999
3692,4339,27,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-03-23,Overnight,Add ons,77.85,324.88
3693,4340,65,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,2023-11-07,Overnight,Add ons,71.71,3451.03
3694,4340,65,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-08-25,Standard,No Add ons,0.0,7603.47
3695,4340,65,Female,No,Tablet,SKU1002,3,Cancelled,PayPal,1482.18,247.03,6,2024-08-26,Standard,Add ons,63.7,1545.88
3696,4341,48,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2023-10-19,Standard,Add ons,29.43,2499.73
3697,4341,48,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,3955.95,791.19,5,2024-03-17,Express,Add ons,82.46,4038.41
3698,4342,34,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-01-10,Overnight,Add ons,63.71,3443.03
3699,4342,34,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-07-05,Overnight,Add ons,82.83,228.07999999999998
3700,4343,56,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-08-15,Overnight,Add ons,87.08,2557.38
3701,4343,56,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-08-28,Express,Add ons,112.21,2646.7
3702,4344,70,Female,No,Smartphone,SKU1004,2,Completed,Cash,6329.52,791.19,8,2024-02-23,Standard,No Add ons,0.0,6329.52
3703,4345,64,Female,No,Laptop,SKU1005,3,Completed,PayPal,2783.76,463.96,6,2024-01-20,Overnight,Add ons,63.38,2847.1400000000003
3704,4346,34,Female,Yes,Smartphone,SKU1004,2,Completed,PayPal,5538.33,791.19,7,2024-02-06,Overnight,Add ons,44.9,5583.23
3705,4346,34,Female,No,Smartphone,SKU1004,2,Cancelled,PayPal,2373.57,791.19,3,2024-05-17,Overnight,Add ons,69.62,2443.19
3706,4347,19,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-02-14,Express,Add ons,68.64,4292.79
3707,4347,19,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-08-24,Standard,Add ons,16.21,2239.48
3708,4348,50,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2023-12-31,Overnight,Add ons,62.18,2381.98
3709,4348,50,Male,No,Smartphone,SKU1004,2,Cancelled,PayPal,791.19,791.19,1,2024-02-29,Express,Add ons,43.76,834.95
3710,4349,60,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-05-19,Overnight,Add ons,39.23,246.73
3711,4350,74,Female,No,Smartphone,SKU1004,2,Completed,PayPal,3955.95,791.19,5,2024-08-05,Standard,No Add ons,0.0,3955.95
3712,4351,63,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,2023-09-25,Overnight,Add ons,28.34,492.29999999999995
3713,4351,63,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-05,Standard,Add ons,10.67,938.5899999999999
3714,4351,63,Female,No,Smartphone,SKU1004,2,Completed,PayPal,7120.71,791.19,9,2024-06-20,Overnight,Add ons,59.04,7179.75
3715,4351,63,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-06-28,Express,Add ons,37.8,4261.95
3716,4356,53,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,2023-10-07,Express,No Add ons,0.0,145.25
3717,4356,53,Female,Yes,Smartphone,SKU1001,5,Cancelled,PayPal,207.5,20.75,10,2024-03-07,Standard,Add ons,12.51,220.01
3718,4357,52,Female,No,Laptop,SKU1005,3,Cancelled,Cash,3247.72,463.96,7,2023-12-23,Standard,Add ons,60.91,3308.6299999999997
3719,4357,52,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-12-27,Express,Add ons,88.41,335.44
3720,4358,30,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-03-31,Standard,Add ons,30.36,8478.66
3721,4359,24,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2023-12-25,Express,Add ons,17.64,142.14
3722,4361,54,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2023-12-23,Express,Add ons,85.11,126.61
3723,4362,78,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,2023-10-17,Overnight,Add ons,32.98,5101.959999999999
3724,4363,45,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,1482.18,247.03,6,2024-09-05,Express,No Add ons,0.0,1482.18
3725,4364,40,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-01-06,Overnight,No Add ons,0.0,41.5
3726,4364,40,Male,No,Tablet,SKU1002,3,Cancelled,PayPal,2470.3,247.03,10,2024-01-20,Overnight,No Add ons,0.0,2470.3
3727,4364,40,Male,No,Smartphone,SKU1004,2,Completed,PayPal,1582.38,791.19,2,2024-07-03,Overnight,No Add ons,0.0,1582.38
3728,4365,36,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-09-15,Overnight,Add ons,90.56,554.52
3729,4366,67,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2024-03-03,Express,Add ons,63.58,2598.0699999999997
3730,4367,42,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,2534.49,844.83,3,2024-06-01,Overnight,No Add ons,0.0,2534.49
3731,4367,42,Female,No,Laptop,SKU1005,3,Cancelled,PayPal,1391.88,463.96,3,2024-07-27,Overnight,Add ons,39.26,1431.14
3732,4368,47,Male,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-10-27,Express,Add ons,106.8,1962.6399999999999
3733,4370,39,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,2023-10-14,Standard,Add ons,119.85,4075.7999999999997
3734,4374,54,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-07-14,Standard,No Add ons,0.0,8448.3
3735,4374,54,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,2024-08-21,Standard,No Add ons,0.0,4224.15
3736,4376,24,Female,Yes,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,2024-06-07,Express,Add ons,69.66,533.62
3737,4376,24,Female,No,Smartwatch,SKU1003,3,Completed,PayPal,3379.32,844.83,4,2024-08-19,Express,Add ons,63.0,3442.32
3738,4377,62,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2024-02-23,Standard,No Add ons,0.0,791.19
3739,4378,63,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-03-24,Express,Add ons,33.17,4672.77
3740,4378,63,Female,Yes,Tablet,SKU1002,3,Completed,PayPal,2223.27,247.03,9,2024-08-27,Overnight,Add ons,49.59,2272.86
3741,4380,80,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2023-11-19,Standard,Add ons,92.3,1781.96
3742,4380,80,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2023-12-02,Overnight,Add ons,82.93,4830.070000000001
3743,4384,55,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2023-10-02,Express,Add ons,65.25,1647.63
3744,4384,55,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-03-27,Express,No Add ons,0.0,2223.27
3745,4385,22,Female,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-02-12,Overnight,Add ons,99.79,593.85
3746,4385,22,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-03-06,Standard,Add ons,54.27,518.23
3747,4385,22,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-07-22,Overnight,No Add ons,0.0,4747.14
3748,4386,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5913.81,844.83,7,2023-10-15,Standard,Add ons,56.15,5969.96
3749,4386,62,Male,No,Laptop,SKU1005,3,Completed,PayPal,2319.8,463.96,5,2024-03-09,Overnight,Add ons,43.31,2363.11
3750,4386,62,Male,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2024-06-03,Overnight,Add ons,30.94,3195.7000000000003
3751,4387,45,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2023-10-02,Overnight,Add ons,101.27,1583.45
3752,4387,45,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-01-09,Express,Add ons,19.67,513.73
3753,4388,19,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,41.5,20.75,2,2024-02-25,Standard,No Add ons,0.0,41.5
3754,4389,27,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2024-03-13,Standard,Add ons,61.58,1790.79
3755,4391,47,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2023-10-16,Standard,No Add ons,0.0,1391.88
3756,4391,47,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2024-09-22,Express,Add ons,41.64,1770.8500000000001
3757,4392,66,Female,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,2223.27,247.03,9,2023-11-23,Standard,No Add ons,0.0,2223.27
3758,4392,66,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-04-02,Express,No Add ons,0.0,3379.32
3759,4399,25,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-09-23,Standard,Add ons,76.21,1805.42
3760,4401,60,Male,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2023-11-08,Express,Add ons,84.04,578.1
3761,4401,60,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-05-29,Overnight,Add ons,63.33,6821.97
3762,4401,60,Male,No,Tablet,SKU1002,3,Completed,PayPal,494.06,247.03,2,2024-06-10,Express,Add ons,15.26,509.32
3763,4402,32,Male,No,Smartphone,SKU1001,5,Cancelled,PayPal,124.5,20.75,6,2023-12-08,Express,Add ons,40.59,165.09
3764,4403,22,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2023-10-07,Overnight,Add ons,43.19,888.02
3765,4403,22,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-06-03,Standard,No Add ons,0.0,124.5
3766,4403,22,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2024-07-03,Standard,Add ons,12.07,506.13
3767,4406,58,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,2023-10-29,Standard,No Add ons,0.0,4175.64
3768,4407,63,Female,Yes,Laptop,SKU1005,3,Cancelled,PayPal,4175.64,463.96,9,2024-06-25,Standard,No Add ons,0.0,4175.64
3769,4408,40,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-09-20,Express,Add ons,29.05,1758.26
3770,4409,28,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7120.71,791.19,9,2024-03-14,Standard,No Add ons,0.0,7120.71
3771,4409,28,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1235.15,247.03,5,2024-04-19,Overnight,Add ons,61.09,1296.24
